response,ager,educ,file_race,gender,race_eth,approve,genballot,hdem_fav,hrep_fav,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,region,age_combinedb,file_race_black,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight,timestamp
3,35 to 49,Graduate or Professional Degree,White,Male,White,Don't know,Don't know,Unfavorable,Unfavorable,45 to 64,Postgraduate Degree,Other,Male,Not at all likely,Independent (No party),"White, 4-Year College Grads",Rest,35 to 49,White,50 to 85 percent,Cell,0,0.7191,0.3394,0.2198,0.1359,10/29/18 23:06
Rep,50 to 64,High school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,High School Grad. or Less,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",Union,50 to 64,White,Less than 50 percent,Landline,1,0.4288,1.7584,3.1119,1.9668,10/29/18 23:07
Rep,50 to 64,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",Mecklenburg,50 to 64,White,85 percent or higher,Cell,1,0.9153,0.7497,0.3384,0.7364,10/29/18 23:08
Dem,50 to 64,Bachelors' degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,4-year College Grad.,Other,Male,Already voted,Independent (No party),"White, 4-Year College Grads",Rest,50 to 64,White,85 percent or higher,Landline,1,0.97,0.5491,0.238,0.5393,10/29/18 23:11
Und,50 to 64,Graduate or Professional Degree,White,Female,White,Approve,Reps. keep House,Favorable,Favorable,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",Rest,50 to 64,White,85 percent or higher,Landline,1,0.97,0.5556,0.2152,0.5429,10/29/18 23:13
Rep,50 to 64,Some college or trade school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Some College Educ.,Other,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",Rest,50 to 64,White,50 to 85 percent,Cell,1,0.5515,0.7823,0.6136,0.8334,10/29/18 23:14
Dem,65 and older,Graduate or Professional Degree,Black,Male,[DO NOT READ] Don't know/Refused,Disapp.,Dems. take House,Favorable,Don't know,65 and older,Postgraduate Degree,Democratic,Male,Already voted,Democrat,[DO NOT READ] Don't know/Refused,Rest,65 and older,Black,85 percent or higher,Cell,1,0.97,0.2844,0.1811,0.2793,10/29/18 23:16
Rep,35 to 49,Some college or trade school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,30 to 44,Some College Educ.,Democratic,Male,Almost certain,Republican,"White, No 4-Year College Degree",Rest,35 to 49,White,50 to 85 percent,Cell,1,0.714,0.5626,0.4684,0.5728,10/29/18 23:19
Dem,65 and older,Some college or trade school,Black,Female,Black,Disapp.,Dems. take House,Favorable,Don't know,65 and older,Some College Educ.,Democratic,Female,Already voted,Democrat,Nonwhite,Rest,65 and older,Black,85 percent or higher,Cell,1,0.9202,0.9678,0.7461,0.9597,10/29/18 23:19
3,65 and older,Some college or trade school,White,Male,White,Approve,Reps. keep House,Unfavorable,Unfavorable,65 and older,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",Union,65 and older,White,85 percent or higher,Landline,1,0.8783,0.7655,0.581,0.7557,10/29/18 23:20
Rep,65 and older,Some college or trade school,Black,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Some College Educ.,Democratic,Female,Almost certain,Republican,"White, No 4-Year College Degree",Rest,65 and older,Black,85 percent or higher,Landline,1,0.9604,0.9678,0.7154,0.9463,10/29/18 23:23
Rep,65 and older,Some college or trade school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Some College Educ.,Republican,Female,Already voted,Republican,"White, No 4-Year College Degree",Union,65 and older,White,85 percent or higher,Landline,1,0.9679,1.2881,0.8223,1.2655,10/29/18 23:24
Dem,35 to 49,Graduate or Professional Degree,White,Male,White,Don't know,Don't know,Favorable,Favorable,30 to 44,Postgraduate Degree,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",Mecklenburg,35 to 49,White,85 percent or higher,Cell,0.8889,0.9683,0.4828,0.2647,0.4701,10/29/18 23:25
Rep,50 to 64,Some college or trade school,White,Male,White,Approve,Reps. keep House,Unfavorable,Unfavorable,45 to 64,Some College Educ.,Other,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",Union,50 to 64,White,85 percent or higher,Landline,1,0.97,1.0148,0.5696,0.9916,10/29/18 23:27
Dem,50 to 64,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",Mecklenburg,50 to 64,White,85 percent or higher,Cell,1,0.9368,0.9992,0.3543,0.979,10/29/18 23:27
Dem,50 to 64,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Other,Female,Already voted,Independent (No party),"White, 4-Year College Grads",Union,50 to 64,White,50 to 85 percent,Landline,1,0.8207,0.8102,0.3387,0.8224,10/29/18 23:32
Rep,35 to 49,Some college or trade school,White,Male,Other,Approve,Reps. keep House,Unfavorable,Favorable,30 to 44,Some College Educ.,Democratic,Male,Already voted,Democrat,Nonwhite,Rest,35 to 49,White,Less than 50 percent,Cell,1,0.3327,0.6121,1.5861,0.7713,10/29/18 23:33
Rep,35 to 49,High school,White,Male,White,Approve,Reps. keep House,Favorable,Favorable,30 to 44,High School Grad. or Less,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",Union,35 to 49,White,50 to 85 percent,Cell,1,0.7322,1.4182,1.3464,1.4381,10/29/18 23:35
Dem,35 to 49,Graduate or Professional Degree,Black,Female,Black,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Democratic,Female,Already voted,Democrat,Nonwhite,Mecklenburg,35 to 49,Black,85 percent or higher,Cell,1,0.9462,0.76,0.4853,0.7496,10/29/18 23:36
Dem,65 and older,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,4-year College Grad.,Democratic,Female,Already voted,Democrat,"White, 4-Year College Grads",Mecklenburg,65 and older,White,85 percent or higher,Cell,1,0.97,0.9083,0.3748,0.8921,10/29/18 23:37
Rep,50 to 64,Some college or trade school,White,Male,White,Approve,Reps. keep House,Don't know,Favorable,45 to 64,Some College Educ.,Republican,Male,Already voted,Independent (No party),"White, No 4-Year College Degree",Union,50 to 64,White,85 percent or higher,Landline,1,0.8566,0.9402,0.6495,0.9459,10/29/18 23:42
Und,35 to 49,Bachelors' degree,White,Female,White,Approve,Don't know,Don't know,Don't know,30 to 44,4-year College Grad.,Democratic,Female,Very likely,Democrat,"White, 4-Year College Grads",Rest,35 to 49,White,85 percent or higher,Landline,1,0.9458,0.6644,0.3679,0.6431,10/29/18 23:43
Rep,18 to 34,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,30 to 44,4-year College Grad.,Republican,Male,Already voted,Republican,"White, 4-Year College Grads",Union,18 to 34,White,50 to 85 percent,Cell,1,0.6821,0.897,0.917,0.9479,10/29/18 23:44
Dem,50 to 64,Grade school,Black,Male,Black,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,High School Grad. or Less,Democratic,Male,Almost certain,Democrat,Nonwhite,Union,50 to 64,Black,50 to 85 percent,Cell,1,0.8472,1.5116,1.151,1.4996,10/29/18 23:45
Rep,65 and older,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,4-year College Grad.,Republican,Male,Already voted,Republican,"White, 4-Year College Grads",Union,65 and older,White,85 percent or higher,Cell,1,0.97,0.5157,0.295,0.5065,10/29/18 23:48
Dem,50 to 64,Some college or trade school,Black,Male,Black,Disapp.,Dems. take House,Don't know,Don't know,45 to 64,Some College Educ.,Democratic,Male,Already voted,Democrat,Nonwhite,Union,35 to 49,Black,85 percent or higher,Landline,1,0.8869,0.7718,0.864,0.771,10/29/18 23:52
Rep,35 to 49,Graduate or Professional Degree,White,Male,White,Disapp.,Reps. keep House,Favorable,Favorable,45 to 64,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",Mecklenburg,35 to 49,White,85 percent or higher,Cell,1,0.9205,0.4828,0.2777,0.474,10/29/18 23:52
Rep,50 to 64,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Don't know,Favorable,45 to 64,4-year College Grad.,Republican,Male,Very likely,Republican,"White, 4-Year College Grads",Mecklenburg,50 to 64,White,85 percent or higher,Cell,1,0.9253,0.7497,0.3349,0.7252,10/29/18 23:53
Rep,65 and older,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,4-year College Grad.,Other,Male,Very likely,Independent (No party),"White, 4-Year College Grads",Rest,65 and older,White,85 percent or higher,Landline,1,0.9194,0.4471,0.2302,0.4324,10/29/18 23:54
3,50 to 64,Some college or trade school,White,Male,White,Approve,Don't know,Unfavorable,Unfavorable,45 to 64,Some College Educ.,Other,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",Rest,50 to 64,White,85 percent or higher,Cell,1,0.9373,0.8151,0.4374,0.7986,10/29/18 23:58
Dem,65 and older,Grade school,Black,Male,Black,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,High School Grad. or Less,Democratic,Male,Already voted,Democrat,Nonwhite,Rest,65 and older,Black,50 to 85 percent,Landline,1,0.7383,0.9886,0.8929,1.0265,10/30/18 0:02
Rep,35 to 49,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Republican,Male,Very likely,Republican,"White, 4-Year College Grads",Mecklenburg,35 to 49,White,85 percent or higher,Cell,1,0.97,0.6579,0.3766,0.6381,10/30/18 0:03
Rep,50 to 64,Bachelors' degree,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Other,Female,Already voted,Republican,"White, 4-Year College Grads",Union,50 to 64,White,85 percent or higher,Cell,1,0.9076,1.1502,0.5245,1.1437,10/30/18 0:07
Dem,65 and older,Some college or trade school,White,Male,White,Disapp.,Dems. take House,Favorable,Don't know,65 and older,Some College Educ.,Other,Male,Already voted,Independent (No party),"White, No 4-Year College Degree",Mecklenburg,65 and older,White,50 to 85 percent,Cell,1,0.5609,0.9387,0.7439,1.0376,10/30/18 0:13
Dem,65 and older,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Postgraduate Degree,Other,Female,Already voted,Independent (No party),"White, 4-Year College Grads",Union,65 and older,White,85 percent or higher,Cell,1,0.97,0.6873,0.3156,0.675,10/30/18 0:14
Und,50 to 64,Bachelors' degree,Black,Male,Black,Disapp.,Don't know,Don't know,Don't know,45 to 64,4-year College Grad.,Other,Male,Already voted,Independent (No party),Nonwhite,Mecklenburg,50 to 64,Black,85 percent or higher,Cell,1,0.9301,0.8558,0.4647,0.8469,10/30/18 0:15
Rep,50 to 64,Graduate or Professional Degree,White,Male,White,Approve,Reps. keep House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Republican,Male,Already voted,Republican,"White, 4-Year College Grads",Union,50 to 64,White,85 percent or higher,Cell,1,0.85,0.4648,0.256,0.4684,10/30/18 0:15
Und,35 to 49,Bachelors' degree,Unknown,Female,White,Don't know,Don't know,Don't know,Don't know,30 to 44,4-year College Grad.,Other,Female,Not at all likely,Independent (No party),"White, 4-Year College Grads",Union,35 to 49,Unknown,50 to 85 percent,Landline,0,0.5755,1.2883,1.1127,0.4209,10/30/18 0:17
Dem,65 and older,Some college or trade school,Unknown,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Some College Educ.,Democratic,Female,Already voted,Independent (No party),"White, No 4-Year College Degree",Mecklenburg,65 and older,Unknown,85 percent or higher,Landline,1,0.9663,1.793,0.9293,1.7621,10/30/18 0:19
Rep,50 to 64,Some college or trade school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Some College Educ.,Democratic,Male,Very likely,Democrat,"White, No 4-Year College Degree",Union,50 to 64,White,85 percent or higher,Landline,1,0.8843,0.8315,0.5189,0.8044,10/30/18 0:20
Dem,35 to 49,Graduate or Professional Degree,Black,Female,Black,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,Postgraduate Degree,Other,Female,Almost certain,Independent (No party),Nonwhite,Mecklenburg,35 to 49,Black,85 percent or higher,Cell,1,0.9639,0.9274,0.5724,0.9066,10/30/18 0:20
Rep,35 to 49,Graduate or Professional Degree,White,Male,White,Don't know,Reps. keep House,Unfavorable,Favorable,30 to 44,Postgraduate Degree,Republican,Male,Very likely,Republican,"White, 4-Year College Grads",Mecklenburg,35 to 49,White,50 to 85 percent,Landline,0.8889,0.8425,0.4634,0.2541,0.4424,10/30/18 0:23
Rep,65 and older,High school,White,Female,White,Approve,Reps. keep House,Don't know,Favorable,65 and older,High School Grad. or Less,Republican,Female,Not very likely,Republican,"White, No 4-Year College Degree",Union,65 and older,White,50 to 85 percent,Landline,0.4444,0.6885,2.214,1.7333,1.3814,10/30/18 0:24
Rep,65 and older,Some college or trade school,White,Male,White,Approve,Reps. keep House,Don't know,Don't know,65 and older,Some College Educ.,Other,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",Mecklenburg,65 and older,White,50 to 85 percent,Landline,1,0.8393,0.9387,0.5018,0.9324,10/30/18 0:24
Dem,[DO NOT READ] Refused,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Democratic,Female,Already voted,Democrat,"White, 4-Year College Grads",Mecklenburg,50 to 64,White,85 percent or higher,Cell,1,0.9489,0.8187,0.2923,0.8072,10/30/18 0:25
Dem,35 to 49,Graduate or Professional Degree,Asian,Male,Asian,Disapp.,Dems. take House,Favorable,Favorable,45 to 64,Postgraduate Degree,Other,Male,Very likely,Independent (No party),Nonwhite,Mecklenburg,35 to 49,Other Non-White,85 percent or higher,Cell,1,0.9328,0.9985,0.4422,0.9661,10/30/18 0:26
Dem,50 to 64,Bachelors' degree,White,Male,White,Approve,Don't know,Don't know,Unfavorable,45 to 64,4-year College Grad.,Democratic,Male,Very likely,Democrat,"White, 4-Year College Grads",Mecklenburg,50 to 64,White,85 percent or higher,Landline,1,0.9178,0.663,0.2794,0.6413,10/30/18 0:26
Rep,35 to 49,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Republican,Male,Already voted,Republican,"White, 4-Year College Grads",Union,35 to 49,White,85 percent or higher,Cell,1,0.964,0.5558,0.38,0.5465,10/30/18 0:27
Rep,35 to 49,Graduate or Professional Degree,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,30 to 44,Postgraduate Degree,Republican,Female,Very likely,Republican,"White, 4-Year College Grads",Union,35 to 49,White,50 to 85 percent,Cell,1,0.7822,0.6588,0.4216,0.641,10/30/18 0:31
Rep,65 and older,Bachelors' degree,White,Male,White,Disapp.,Reps. keep House,Unfavorable,Favorable,65 and older,4-year College Grad.,Other,Male,Already voted,Independent (No party),"White, 4-Year College Grads",Mecklenburg,65 and older,White,85 percent or higher,Landline,1,0.8907,0.6588,0.3159,0.6575,10/30/18 0:32
Dem,65 and older,Some college or trade school,White,Female,[DO NOT READ] Don't know/Refused,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Some College Educ.,Democratic,Female,Very likely,Democrat,[DO NOT READ] Don't know/Refused,Mecklenburg,65 and older,White,50 to 85 percent,Landline,1,0.7862,1.2942,0.6917,1.2588,10/30/18 0:33
Rep,65 and older,Some college or trade school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Some College Educ.,Republican,Male,Already voted,Independent (No party),"White, No 4-Year College Degree",Mecklenburg,65 and older,White,85 percent or higher,Cell,1,0.97,0.9061,0.5257,0.8899,10/30/18 0:33
Dem,35 to 49,Graduate or Professional Degree,Black,Male,Black,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Democratic,Male,Almost certain,Independent (No party),Nonwhite,Mecklenburg,35 to 49,Black,85 percent or higher,Cell,1,0.97,0.4516,0.3067,0.4413,10/30/18 0:34
Dem,35 to 49,Bachelors' degree,White,Male,White,Disapp.,Reps. keep House,Favorable,Don't know,45 to 64,4-year College Grad.,Republican,Male,Very likely,Republican,"White, 4-Year College Grads",Mecklenburg,35 to 49,White,50 to 85 percent,Cell,0.8889,0.5753,0.6315,0.5233,0.6113,10/30/18 0:37
Rep,50 to 64,Bachelors' degree,White,Male,Hispanic,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Other,Female,Almost certain,Independent (No party),Nonwhite,Mecklenburg,50 to 64,White,50 to 85 percent,Landline,1,0.6016,1.3068,0.6536,1.3703,10/30/18 0:40
Rep,65 and older,Bachelors' degree,White,Male,White,Approve,Don't know,Unfavorable,Unfavorable,65 and older,4-year College Grad.,Republican,Male,Very likely,or as a member of another political party,"White, 4-Year College Grads",Union,65 and older,White,85 percent or higher,Cell,1,0.9484,0.5157,0.3014,0.4993,10/30/18 0:40
Dem,65 and older,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",Mecklenburg,65 and older,White,85 percent or higher,Landline,1,0.97,0.6666,0.2631,0.6514,10/30/18 0:41
Dem,[DO NOT READ] Refused,Bachelors' degree,Black,Female,Black,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,4-year College Grad.,Democratic,Male,Already voted,Independent (No party),Nonwhite,Union,50 to 64,Black,50 to 85 percent,Landline,1,0.7658,0.5687,0.3931,0.5858,10/30/18 0:43
Dem,35 to 49,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,4-year College Grad.,Democratic,Female,Already voted,Democrat,"White, 4-Year College Grads",Mecklenburg,35 to 49,White,50 to 85 percent,Cell,1,0.5199,0.9397,0.74,1.0577,10/30/18 0:43
Dem,50 to 64,Bachelors' degree,Black,Female,Black,Disapp.,Dems. take House,Don't know,Unfavorable,45 to 64,4-year College Grad.,Democratic,Female,Very likely,Democrat,Nonwhite,Mecklenburg,50 to 64,Black,85 percent or higher,Cell,1,0.9216,1.18,0.6059,1.1414,10/30/18 0:45
Rep,50 to 64,Graduate or Professional Degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Postgraduate Degree,Republican,Male,Already voted,Republican,"White, 4-Year College Grads",Mecklenburg,50 to 64,White,85 percent or higher,Cell,1,0.97,0.5502,0.2253,0.5404,10/30/18 0:49
Rep,50 to 64,Bachelors' degree,Black,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",Union,50 to 64,Black,85 percent or higher,Cell,1,0.97,1.1273,0.702,1.1015,10/30/18 0:54
Und,50 to 64,Some college or trade school,White,Female,White,Don't know,Reps. keep House,Unfavorable,Unfavorable,45 to 64,Some College Educ.,Other,Female,Very likely,Republican,"White, No 4-Year College Degree",Union,50 to 64,White,Less than 50 percent,Landline,1,0.314,1.7832,3.6361,1.938,10/30/18 0:54
Rep,50 to 64,High school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,High School Grad. or Less,Republican,Male,Already voted,Republican,"White, No 4-Year College Degree",Union,50 to 64,White,50 to 85 percent,Cell,1,0.5636,1.616,1.4755,1.7843,10/30/18 1:01
Rep,50 to 64,Some college or trade school,White,Male,White,Approve,Reps. keep House,Don't know,Favorable,45 to 64,Some College Educ.,Republican,Male,Very likely,Republican,"White, No 4-Year College Degree",Mecklenburg,50 to 64,White,85 percent or higher,Cell,1,0.9249,1.1129,0.6006,1.0765,10/30/18 1:02
Dem,[DO NOT READ] Refused,Graduate or Professional Degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",Mecklenburg,65 and older,White,85 percent or higher,Landline,1,0.9225,0.3962,0.1807,0.3888,10/30/18 1:04
Dem,50 to 64,Bachelors' degree,White,Male,White,Don't know,Don't know,Favorable,Unfavorable,45 to 64,4-year College Grad.,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",Union,50 to 64,White,85 percent or higher,Cell,1,0.9531,0.6836,0.3235,0.6688,10/30/18 1:04
Rep,18 to 34,Some college or trade school,White,Male,White,Approve,Reps. keep House,Favorable,Favorable,18 to 29,Some College Educ.,Republican,Male,Already voted,Republican,"White, No 4-Year College Degree",Union,18 to 34,White,50 to 85 percent,Cell,1,0.7588,1.3316,1.4972,1.3745,10/30/18 1:05
Rep,18 to 34,Graduate or Professional Degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,30 to 44,Postgraduate Degree,Republican,Male,Very likely,Republican,"White, 4-Year College Grads",Union,18 to 34,White,Less than 50 percent,Landline,1,0.415,0.7163,1.6656,0.7469,10/30/18 1:07
Dem,50 to 64,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Democratic,Female,Already voted,Democrat,"White, 4-Year College Grads",Mecklenburg,50 to 64,White,85 percent or higher,Cell,1,0.9112,0.8187,0.3038,0.8134,10/30/18 1:09
Dem,35 to 49,Bachelors' degree,Black,Female,Other,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Democrat,Nonwhite,Union,35 to 49,Black,85 percent or higher,Cell,1,0.9556,0.8748,0.6922,0.8557,10/30/18 1:10
Rep,50 to 64,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Favorable,Favorable,45 to 64,4-year College Grad.,Republican,Male,Already voted,Independent (No party),"White, 4-Year College Grads",Union,50 to 64,White,50 to 85 percent,Cell,1,0.646,0.6079,0.3983,0.6503,10/30/18 1:10
Rep,35 to 49,Bachelors' degree,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,30 to 44,4-year College Grad.,Republican,Female,Already voted,Republican,"White, 4-Year College Grads",Union,35 to 49,White,85 percent or higher,Landline,1,0.9541,0.9353,0.595,0.9212,10/30/18 1:36
Dem,50 to 64,Some college or trade school,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Some College Educ.,Other,Male,Already voted,Independent (No party),"White, No 4-Year College Degree",Mecklenburg,50 to 64,White,50 to 85 percent,Landline,1,0.7993,1.1529,0.574,1.1768,10/30/18 1:42
Rep,50 to 64,Bachelors' degree,White,Female,White,Approve,Reps. keep House,Don't know,Favorable,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",Mecklenburg,50 to 64,White,50 to 85 percent,Cell,1,0.8301,1.2108,0.4823,1.2046,10/30/18 21:31
Dem,18 to 34,High school,White,Female,Black,Disapp.,Dems. take House,Favorable,Unfavorable,18 to 29,High School Grad. or Less,Other,Female,Very likely,Democrat,Nonwhite,Rest,18 to 34,White,50 to 85 percent,Cell,1,0.785,3.4783,2.9962,3.3835,10/30/18 21:34
Dem,50 to 64,Bachelors' degree,Black,Female,[DO NOT READ] Don't know/Refused,Disapp.,Dems. take House,Don't know,Don't know,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Democrat,[DO NOT READ] Don't know/Refused,Union,50 to 64,Black,85 percent or higher,Cell,1,0.894,0.9969,0.6262,0.982,10/30/18 21:40
Dem,65 and older,Some college or trade school,White,Female,White,Disapp.,Dems. take House,Favorable,Don't know,65 and older,Some College Educ.,Democratic,Female,Already voted,Democrat,"White, No 4-Year College Degree",Rest,65 and older,White,85 percent or higher,Landline,1,0.8727,0.915,0.5554,0.917,10/30/18 21:42
Rep,35 to 49,Bachelors' degree,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,30 to 44,4-year College Grad.,Republican,Female,Already voted,Republican,"White, 4-Year College Grads",Mecklenburg,35 to 49,White,85 percent or higher,Cell,1,0.97,1.107,0.5835,1.0872,10/30/18 21:44
Rep,[DO NOT READ] Refused,High school,White,Female,White,Approve,Reps. keep House,Don't know,Favorable,65 and older,High School Grad. or Less,Democratic,Female,Very likely,Republican,"White, No 4-Year College Degree",Mecklenburg,65 and older,White,85 percent or higher,Landline,1,0.8769,2.4145,1.3383,2.3365,10/30/18 21:47
Dem,50 to 64,Graduate or Professional Degree,White,Male,White,Don't know,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",Mecklenburg,50 to 64,White,85 percent or higher,Cell,1,0.9691,0.4866,0.1875,0.4755,10/30/18 21:49
Und,65 and older,Some college or trade school,Black,Female,White,Approve,Don't know,Don't know,Favorable,65 and older,Some College Educ.,Democratic,Female,Almost certain,[DO NOT READ] Refused,"White, No 4-Year College Degree",Mecklenburg,65 and older,Black,85 percent or higher,Landline,1,0.97,1.4262,0.954,1.3936,10/30/18 21:56
Und,[DO NOT READ] Refused,[DO NOT READ] Refused,White,Male,[DO NOT READ] Don't know/Refused,Don't know,Don't know,Don't know,Don't know,30 to 44,[DO NOT READ] Don't know/Refused,Other,Male,Somewhat likely,[DO NOT READ] Refused,[DO NOT READ] Don't know/Refused,Mecklenburg,35 to 49,White,50 to 85 percent,Cell,0.4444,0.5687,1.1174,0.9934,0.7533,10/30/18 21:57
Rep,50 to 64,High school,White,Male,White,Approve,Reps. keep House,Don't know,Favorable,45 to 64,High School Grad. or Less,Republican,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",Union,50 to 64,White,85 percent or higher,Cell,1,0.9678,1.6837,1.0356,1.6454,10/30/18 21:57
Dem,65 and older,Bachelors' degree,Black,Female,Black,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,4-year College Grad.,Democratic,Female,Very likely,Democrat,Nonwhite,Union,65 and older,Black,85 percent or higher,Cell,1,0.97,0.8117,0.5301,0.7873,10/30/18 22:00
Rep,[DO NOT READ] Refused,Graduate or Professional Degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Postgraduate Degree,Other,Male,Already voted,Independent (No party),"White, 4-Year College Grads",Union,65 and older,White,85 percent or higher,Landline,1,0.97,0.4085,0.206,0.4012,10/30/18 22:04
Rep,[DO NOT READ] Refused,[DO NOT READ] Refused,White,Male,[DO NOT READ] Don't know/Refused,Don't know,Reps. keep House,Don't know,Don't know,30 to 44,[DO NOT READ] Don't know/Refused,Other,Male,Almost certain,or as a member of another political party,[DO NOT READ] Don't know/Refused,Mecklenburg,35 to 49,White,85 percent or higher,Cell,1,0.894,1.1642,0.7618,1.1467,10/30/18 22:06
Rep,65 and older,Graduate or Professional Degree,White,Female,White,Approve,Reps. keep House,Favorable,Favorable,65 and older,Postgraduate Degree,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",Union,65 and older,White,85 percent or higher,Landline,1,0.97,0.6368,0.3187,0.6223,10/30/18 22:11
Rep,65 and older,Some college or trade school,White,Male,Asian,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Some College Educ.,Republican,Male,Already voted,or as a member of another political party,Nonwhite,Union,65 and older,White,85 percent or higher,Landline,1,0.97,0.7655,0.5274,0.7518,10/30/18 22:11
Rep,50 to 64,High school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,High School Grad. or Less,Republican,Male,Somewhat likely,Republican,"White, No 4-Year College Degree",Union,50 to 64,White,50 to 85 percent,Cell,0.7778,0.7401,1.616,1.127,1.3634,10/30/18 22:12
